-5.000000000000000000e+00;1.500000000000000000e+00
-4.900000000000000355e+00;1.510074115164968589e+00
-4.800000000000000711e+00;1.518978720157859952e+00
-4.700000000000001066e+00;1.524791086680902463e+00
-4.600000000000001421e+00;1.525811019881796238e+00
-4.500000000000001776e+00;1.520735530263064739e+00
-4.400000000000002132e+00;1.508802429876423545e+00
-4.300000000000002487e+00;1.489887931953545186e+00
-4.200000000000002842e+00;1.464547108751840687e+00
-4.100000000000003197e+00;1.433991015684963788e+00
-4.000000000000003553e+00;1.400000000000001243e+00
-3.900000000000003908e+00;1.364778675818373976e+00
-3.800000000000004263e+00;1.330763721905862562e+00
-3.700000000000004619e+00;1.300400511513449375e+00
-3.600000000000004974e+00;1.275908141262150242e+00
-3.500000000000005329e+00;1.259054318233203240e+00
-3.400000000000005684e+00;1.250961561336393579e+00
-3.300000000000006040e+00;1.251964209878714263e+00
-3.200000000000006395e+00;1.261531919763209331e+00
-3.100000000000006750e+00;1.278269946997306228e+00
-3.000000000000007105e+00;1.299999999999998268e+00
-2.900000000000007461e+00;1.323918332520117813e+00
-2.800000000000007816e+00;1.346820663127758166e+00
-2.700000000000008171e+00;1.365377076814903390e+00
-2.600000000000008527e+00;1.376434881329331450e+00
-2.500000000000008882e+00;1.377323954473516743e+00
-2.400000000000009237e+00;1.366137788106777773e+00
-2.300000000000009592e+00;1.341964394521847126e+00
-2.200000000000009948e+00;1.305044480344425883e+00
-2.100000000000010303e+00;1.256839602051599059e+00
-2.000000000000010658e+00;1.200000000000006395e+00
-1.900000000000011013e+00;1.138229913521929815e+00
-1.800000000000011369e+00;1.076056746245713569e+00
-1.700000000000011724e+00;1.018518760352804975e+00
-1.600000000000012079e+00;9.707933178398406859e-01
-1.500000000000012434e+00;9.377934092108092257e-01
-1.400000000000012790e+00;9.237637918169556706e-01
-1.300000000000013145e+00;9.319091481536574406e-01
-1.200000000000013500e+00;9.640851193685541221e-01
-1.100000000000013856e+00;1.020578941537857220e+00
-1.000000000000014211e+00;1.099999999999987210e+00
-9.000000000000145661e-01;1.199292404787036137e+00
-8.000000000000149214e-01;1.313872320947141681e+00
-7.000000000000152767e-01;1.437883010571754827e+00
-6.000000000000156319e-01;1.564551152427084979e+00
-5.000000000000159872e-01;1.686619772367562664e+00
-4.000000000000163425e-01;1.796826728640640303e+00
-3.000000000000166978e-01;1.888393691334126379e+00
-2.000000000000170530e-01;1.955489283788629962e+00
-1.000000000000174083e-01;1.993631643083462190e+00
-1.776356839400250465e-14;2.000000000000001776e+00
9.999999999998188116e-02;1.973631643083473719e+00
1.999999999999815259e-01;1.915489283788652575e+00
2.999999999999811706e-01;1.828393691334158522e+00
3.999999999999808153e-01;1.716826728640680422e+00
4.999999999999804601e-01;1.586619772367608316e+00
5.999999999999801048e-01;1.444551152427133500e+00
6.999999999999797495e-01;1.297883010571803775e+00
7.999999999999793943e-01;1.153872320947188612e+00
8.999999999999790390e-01;1.019292404787078610e+00
9.999999999999786837e-01;9.000000000000235589e-01
1.099999999999978328e+00;8.005789415378858909e-01
1.199999999999977973e+00;7.240851193685744480e-01
1.299999999999977618e+00;6.719091481536689781e-01
1.399999999999977263e+00;6.437637918169589746e-01
1.499999999999976907e+00;6.377934092108052955e-01
1.599999999999976552e+00;6.507933178398307428e-01
1.699999999999976197e+00;6.785187603527909062e-01
1.799999999999975842e+00;7.160567462456969290e-01
1.899999999999975486e+00;7.582299135219122688e-01
1.999999999999975131e+00;7.999999999999900524e-01
2.099999999999974776e+00;8.368396020515852518e-01
2.199999999999974420e+00;8.650444803444159447e-01
2.299999999999974065e+00;8.819643945218414993e-01
2.399999999999973710e+00;8.861377881067767914e-01
2.499999999999973355e+00;8.773239544735202955e-01
2.599999999999972999e+00;8.564348813293389817e-01
2.699999999999972644e+00;8.253770768149140125e-01
2.799999999999972289e+00;7.868206631277714358e-01
2.899999999999971934e+00;7.439183325201319530e-01
2.999999999999971578e+00;7.000000000000122791e-01
3.099999999999971223e+00;6.582699469973189998e-01
3.199999999999970868e+00;6.215319197632198644e-01
3.299999999999970512e+00;5.919642098787221141e-01
3.399999999999970157e+00;5.709615613363981934e-01
3.499999999999969802e+00;5.590543182332048389e-01
3.599999999999969447e+00;5.559081412621489360e-01
3.699999999999969091e+00;5.604005115134456094e-01
3.799999999999968736e+00;5.707637219058572242e-01
3.899999999999968381e+00;5.847786758183678435e-01
3.999999999999968026e+00;5.999999999999950928e-01
4.099999999999967670e+00;6.139910156849583966e-01
4.199999999999967315e+00;6.245471087518371656e-01
4.299999999999966960e+00;6.298879319535438670e-01
4.399999999999966604e+00;6.288024298764248732e-01
4.499999999999966249e+00;6.207355302630684912e-01
4.599999999999965894e+00;6.058110198818024150e-01
4.699999999999965539e+00;5.847910866809107322e-01
4.799999999999965183e+00;5.589787201578696463e-01
4.899999999999964828e+00;5.300741151649792648e-01
4.999999999999964473e+00;5.000000000000106581e-01
